tanggal,kode_prov,nama_prov,kode_kab,nama_kab,closecontact,closecontact_dikarantina,closecontact_discarded,suspect,suspect_diisolasi,suspect_discarded,probable,probable_diisolasi,probable_discarded,probable_meninggal,confirmation,confirmation_selesai,confirmation_meninggal,pertumbuhan_closecontact,pertumbuhan_closecontact_discarded,pertumbuhan_closecontact_dikarantina,pertumbuhan_suspect,pertumbuhan_suspect_discarded,pertumbuhan_suspect_diisolasi,pertumbuhan_probable,pertumbuhan_probable_discarded,pertumbuhan_probable_diisolasi,pertumbuhan_probable_meninggal,pertumbuhan_confirmation,pertumbuhan_confirmation_selesai,pertumbuhan_confirmation_meninggal,
2020-08-01,32,Provinsi Jawa Barat,0000,BELUM TERIDENTIFIKASI,0,0,0,0,0,0,0,0,0,0,2528,1293,16,0,0,0,0,0,0,0,0,0,0,5,19,0,
2020-08-01,32,Provinsi Jawa Barat,3201,KAB. BOGOR,0,0,0,0,0,0,0,0,0,0,322,195,8,0,0,0,0,0,0,0,0,0,0,4,0,0,
2020-08-01,32,Provinsi Jawa Barat,3202,KAB. SUKABUMI,0,0,0,0,0,0,0,0,0,0,71,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-01,32,Provinsi Jawa Barat,3203,KAB. CIANJUR,0,0,0,0,0,0,0,0,0,0,35,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-01,32,Provinsi Jawa Barat,3204,KAB. BANDUNG,0,0,0,0,0,0,0,0,0,0,156,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-01,32,Provinsi Jawa Barat,3205,KAB. GARUT,0,0,0,0,0,0,0,0,0,0,32,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-01,32,Provinsi Jawa Barat,3206,KAB. TASIKMALAYA,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-01,32,Provinsi Jawa Barat,3207,KAB. CIAMIS,0,0,0,0,0,0,0,0,0,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-01,32,Provinsi Jawa Barat,3208,KAB. KUNINGAN,0,0,0,0,0,0,0,0,0,0,49,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-01,32,Provinsi Jawa Barat,3209,KAB. CIREBON,0,0,0,0,0,0,0,0,0,0,37,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-01,32,Provinsi Jawa Barat,3210,KAB. MAJALENGKA,0,0,0,0,0,0,0,0,0,0,12,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-01,32,Provinsi Jawa Barat,3211,KAB. SUMEDANG,0,0,0,0,0,0,0,0,0,0,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-01,32,Provinsi Jawa Barat,3212,KAB. INDRAMAYU,0,0,0,0,0,0,0,0,0,0,50,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-01,32,Provinsi Jawa Barat,3213,KAB. SUBANG,0,0,0,0,0,0,0,0,0,0,82,50,2,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-08-01,32,Provinsi Jawa Barat,3214,KAB. PURWAKARTA,0,0,0,0,0,0,0,0,0,0,49,29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-08-01,32,Provinsi Jawa Barat,3215,KAB. KARAWANG,0,0,0,0,0,0,0,0,0,0,97,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-01,32,Provinsi Jawa Barat,3216,KAB. BEKASI,0,0,0,0,0,0,0,0,0,0,331,184,27,0,0,0,0,0,0,0,0,0,0,15,0,0,
2020-08-01,32,Provinsi Jawa Barat,3217,KAB. BANDUNG BARAT,0,0,0,0,0,0,0,0,0,0,83,65,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-01,32,Provinsi Jawa Barat,3218,KAB. PANGANDARAN,0,0,0,0,0,0,0,0,0,0,22,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-08-01,32,Provinsi Jawa Barat,3271,KOTA BOGOR,0,0,0,0,0,0,0,0,0,0,235,161,17,0,0,0,0,0,0,0,0,0,0,11,0,0,
2020-08-01,32,Provinsi Jawa Barat,3272,KOTA SUKABUMI,0,0,0,0,0,0,0,0,0,0,45,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-01,32,Provinsi Jawa Barat,3273,KOTA BANDUNG,0,0,0,0,0,0,0,0,0,0,458,314,40,0,0,0,0,0,0,0,0,0,0,3,0,0,
2020-08-01,32,Provinsi Jawa Barat,3274,KOTA CIREBON,0,0,0,0,0,0,0,0,0,0,29,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-01,32,Provinsi Jawa Barat,3275,KOTA BEKASI,0,0,0,0,0,0,0,0,0,0,589,372,32,0,0,0,0,0,0,0,0,0,0,3,0,0,
2020-08-01,32,Provinsi Jawa Barat,3276,KOTA DEPOK,0,0,0,0,0,0,0,0,0,0,1077,804,39,0,0,0,0,0,0,0,0,0,0,8,0,0,
2020-08-01,32,Provinsi Jawa Barat,3277,KOTA CIMAHI,0,0,0,0,0,0,0,0,0,0,107,94,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-01,32,Provinsi Jawa Barat,3278,KOTA TASIKMALAYA,0,0,0,0,0,0,0,0,0,0,23,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-01,32,Provinsi Jawa Barat,3279,KOTA BANJAR,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-02,32,Provinsi Jawa Barat,0000,BELUM TERIDENTIFIKASI,0,0,0,0,0,0,0,0,0,0,2529,1300,16,0,0,0,0,0,0,0,0,0,0,1,7,0,
2020-08-02,32,Provinsi Jawa Barat,3201,KAB. BOGOR,0,0,0,0,0,0,0,0,0,0,323,195,8,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-08-02,32,Provinsi Jawa Barat,3202,KAB. SUKABUMI,0,0,0,0,0,0,0,0,0,0,71,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-02,32,Provinsi Jawa Barat,3203,KAB. CIANJUR,0,0,0,0,0,0,0,0,0,0,36,17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-08-02,32,Provinsi Jawa Barat,3204,KAB. BANDUNG,0,0,0,0,0,0,0,0,0,0,156,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-02,32,Provinsi Jawa Barat,3205,KAB. GARUT,0,0,0,0,0,0,0,0,0,0,33,19,3,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-08-02,32,Provinsi Jawa Barat,3206,KAB. TASIKMALAYA,0,0,0,0,0,0,0,0,0,0,24,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,
2020-08-02,32,Provinsi Jawa Barat,3207,KAB. CIAMIS,0,0,0,0,0,0,0,0,0,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-02,32,Provinsi Jawa Barat,3208,KAB. KUNINGAN,0,0,0,0,0,0,0,0,0,0,49,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-02,32,Provinsi Jawa Barat,3209,KAB. CIREBON,0,0,0,0,0,0,0,0,0,0,37,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-02,32,Provinsi Jawa Barat,3210,KAB. MAJALENGKA,0,0,0,0,0,0,0,0,0,0,12,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-02,32,Provinsi Jawa Barat,3211,KAB. SUMEDANG,0,0,0,0,0,0,0,0,0,0,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-02,32,Provinsi Jawa Barat,3212,KAB. INDRAMAYU,0,0,0,0,0,0,0,0,0,0,51,32,4,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-08-02,32,Provinsi Jawa Barat,3213,KAB. SUBANG,0,0,0,0,0,0,0,0,0,0,82,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-02,32,Provinsi Jawa Barat,3214,KAB. PURWAKARTA,0,0,0,0,0,0,0,0,0,0,49,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-02,32,Provinsi Jawa Barat,3215,KAB. KARAWANG,0,0,0,0,0,0,0,0,0,0,101,41,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
2020-08-02,32,Provinsi Jawa Barat,3216,KAB. BEKASI,0,0,0,0,0,0,0,0,0,0,335,184,27,0,0,0,0,0,0,0,0,0,0,4,0,0,
2020-08-02,32,Provinsi Jawa Barat,3217,KAB. BANDUNG BARAT,0,0,0,0,0,0,0,0,0,0,83,65,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-02,32,Provinsi Jawa Barat,3218,KAB. PANGANDARAN,0,0,0,0,0,0,0,0,0,0,22,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-02,32,Provinsi Jawa Barat,3271,KOTA BOGOR,0,0,0,0,0,0,0,0,0,0,236,161,17,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-08-02,32,Provinsi Jawa Barat,3272,KOTA SUKABUMI,0,0,0,0,0,0,0,0,0,0,45,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-02,32,Provinsi Jawa Barat,3273,KOTA BANDUNG,0,0,0,0,0,0,0,0,0,0,461,314,40,0,0,0,0,0,0,0,0,0,0,3,0,0,
2020-08-02,32,Provinsi Jawa Barat,3274,KOTA CIREBON,0,0,0,0,0,0,0,0,0,0,29,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-02,32,Provinsi Jawa Barat,3275,KOTA BEKASI,0,0,0,0,0,0,0,0,0,0,615,372,32,0,0,0,0,0,0,0,0,0,0,26,0,0,
2020-08-02,32,Provinsi Jawa Barat,3276,KOTA DEPOK,0,0,0,0,0,0,0,0,0,0,1078,804,39,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-08-02,32,Provinsi Jawa Barat,3277,KOTA CIMAHI,0,0,0,0,0,0,0,0,0,0,107,94,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-02,32,Provinsi Jawa Barat,3278,KOTA TASIKMALAYA,0,0,0,0,0,0,0,0,0,0,23,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-02,32,Provinsi Jawa Barat,3279,KOTA BANJAR,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-03,32,Provinsi Jawa Barat,0000,BELUM TERIDENTIFIKASI,0,0,0,0,0,0,0,0,0,0,2548,1347,16,0,0,0,0,0,0,0,0,0,0,19,47,0,
2020-08-03,32,Provinsi Jawa Barat,3201,KAB. BOGOR,0,0,0,0,0,0,0,0,0,0,323,196,8,0,0,0,0,0,0,0,0,0,0,0,1,0,
2020-08-03,32,Provinsi Jawa Barat,3202,KAB. SUKABUMI,0,0,0,0,0,0,0,0,0,0,71,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-03,32,Provinsi Jawa Barat,3203,KAB. CIANJUR,0,0,0,0,0,0,0,0,0,0,36,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-03,32,Provinsi Jawa Barat,3204,KAB. BANDUNG,0,0,0,0,0,0,0,0,0,0,156,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-03,32,Provinsi Jawa Barat,3205,KAB. GARUT,0,0,0,0,0,0,0,0,0,0,33,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-03,32,Provinsi Jawa Barat,3206,KAB. TASIKMALAYA,0,0,0,0,0,0,0,0,0,0,26,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
2020-08-03,32,Provinsi Jawa Barat,3207,KAB. CIAMIS,0,0,0,0,0,0,0,0,0,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-03,32,Provinsi Jawa Barat,3208,KAB. KUNINGAN,0,0,0,0,0,0,0,0,0,0,62,25,2,0,0,0,0,0,0,0,0,0,0,13,0,0,
2020-08-03,32,Provinsi Jawa Barat,3209,KAB. CIREBON,0,0,0,0,0,0,0,0,0,0,37,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-03,32,Provinsi Jawa Barat,3210,KAB. MAJALENGKA,0,0,0,0,0,0,0,0,0,0,13,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-08-03,32,Provinsi Jawa Barat,3211,KAB. SUMEDANG,0,0,0,0,0,0,0,0,0,0,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-03,32,Provinsi Jawa Barat,3212,KAB. INDRAMAYU,0,0,0,0,0,0,0,0,0,0,51,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-03,32,Provinsi Jawa Barat,3213,KAB. SUBANG,0,0,0,0,0,0,0,0,0,0,82,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-03,32,Provinsi Jawa Barat,3214,KAB. PURWAKARTA,0,0,0,0,0,0,0,0,0,0,49,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-03,32,Provinsi Jawa Barat,3215,KAB. KARAWANG,0,0,0,0,0,0,0,0,0,0,101,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-03,32,Provinsi Jawa Barat,3216,KAB. BEKASI,0,0,0,0,0,0,0,0,0,0,337,184,27,0,0,0,0,0,0,0,0,0,0,2,0,0,
2020-08-03,32,Provinsi Jawa Barat,3217,KAB. BANDUNG BARAT,0,0,0,0,0,0,0,0,0,0,83,65,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-03,32,Provinsi Jawa Barat,3218,KAB. PANGANDARAN,0,0,0,0,0,0,0,0,0,0,22,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-03,32,Provinsi Jawa Barat,3271,KOTA BOGOR,0,0,0,0,0,0,0,0,0,0,238,161,17,0,0,0,0,0,0,0,0,0,0,2,0,0,
2020-08-03,32,Provinsi Jawa Barat,3272,KOTA SUKABUMI,0,0,0,0,0,0,0,0,0,0,50,40,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
2020-08-03,32,Provinsi Jawa Barat,3273,KOTA BANDUNG,0,0,0,0,0,0,0,0,0,0,461,314,40,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-03,32,Provinsi Jawa Barat,3274,KOTA CIREBON,0,0,0,0,0,0,0,0,0,0,29,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-03,32,Provinsi Jawa Barat,3275,KOTA BEKASI,0,0,0,0,0,0,0,0,0,0,627,372,32,0,0,0,0,0,0,0,0,0,0,12,0,0,
2020-08-03,32,Provinsi Jawa Barat,3276,KOTA DEPOK,0,0,0,0,0,0,0,0,0,0,1078,804,39,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-03,32,Provinsi Jawa Barat,3277,KOTA CIMAHI,0,0,0,0,0,0,0,0,0,0,107,94,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-03,32,Provinsi Jawa Barat,3278,KOTA TASIKMALAYA,0,0,0,0,0,0,0,0,0,0,23,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-03,32,Provinsi Jawa Barat,3279,KOTA BANJAR,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-04,32,Provinsi Jawa Barat,0000,BELUM TERIDENTIFIKASI,0,0,0,0,0,0,0,0,0,0,2603,1517,17,0,0,0,0,0,0,0,0,0,0,55,170,1,
2020-08-04,32,Provinsi Jawa Barat,3201,KAB. BOGOR,0,0,0,0,0,0,0,0,0,0,325,196,9,0,0,0,0,0,0,0,0,0,0,2,0,1,
2020-08-04,32,Provinsi Jawa Barat,3202,KAB. SUKABUMI,0,0,0,0,0,0,0,0,0,0,71,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-04,32,Provinsi Jawa Barat,3203,KAB. CIANJUR,0,0,0,0,0,0,0,0,0,0,38,17,2,0,0,0,0,0,0,0,0,0,0,2,0,1,
2020-08-04,32,Provinsi Jawa Barat,3204,KAB. BANDUNG,0,0,0,0,0,0,0,0,0,0,156,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-04,32,Provinsi Jawa Barat,3205,KAB. GARUT,0,0,0,0,0,0,0,0,0,0,33,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-04,32,Provinsi Jawa Barat,3206,KAB. TASIKMALAYA,0,0,0,0,0,0,0,0,0,0,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-04,32,Provinsi Jawa Barat,3207,KAB. CIAMIS,0,0,0,0,0,0,0,0,0,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-04,32,Provinsi Jawa Barat,3208,KAB. KUNINGAN,0,0,0,0,0,0,0,0,0,0,62,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-04,32,Provinsi Jawa Barat,3209,KAB. CIREBON,0,0,0,0,0,0,0,0,0,0,37,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-04,32,Provinsi Jawa Barat,3210,KAB. MAJALENGKA,0,0,0,0,0,0,0,0,0,0,13,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-04,32,Provinsi Jawa Barat,3211,KAB. SUMEDANG,0,0,0,0,0,0,0,0,0,0,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-04,32,Provinsi Jawa Barat,3212,KAB. INDRAMAYU,0,0,0,0,0,0,0,0,0,0,51,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-04,32,Provinsi Jawa Barat,3213,KAB. SUBANG,0,0,0,0,0,0,0,0,0,0,82,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-04,32,Provinsi Jawa Barat,3214,KAB. PURWAKARTA,0,0,0,0,0,0,0,0,0,0,49,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-04,32,Provinsi Jawa Barat,3215,KAB. KARAWANG,0,0,0,0,0,0,0,0,0,0,103,41,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
2020-08-04,32,Provinsi Jawa Barat,3216,KAB. BEKASI,0,0,0,0,0,0,0,0,0,0,341,184,28,0,0,0,0,0,0,0,0,0,0,4,0,1,
2020-08-04,32,Provinsi Jawa Barat,3217,KAB. BANDUNG BARAT,0,0,0,0,0,0,0,0,0,0,83,65,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-04,32,Provinsi Jawa Barat,3218,KAB. PANGANDARAN,0,0,0,0,0,0,0,0,0,0,22,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-04,32,Provinsi Jawa Barat,3271,KOTA BOGOR,0,0,0,0,0,0,0,0,0,0,238,161,17,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-04,32,Provinsi Jawa Barat,3272,KOTA SUKABUMI,0,0,0,0,0,0,0,0,0,0,50,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-04,32,Provinsi Jawa Barat,3273,KOTA BANDUNG,0,0,0,0,0,0,0,0,0,0,476,314,41,0,0,0,0,0,0,0,0,0,0,15,0,1,
2020-08-04,32,Provinsi Jawa Barat,3274,KOTA CIREBON,0,0,0,0,0,0,0,0,0,0,29,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-04,32,Provinsi Jawa Barat,3275,KOTA BEKASI,0,0,0,0,0,0,0,0,0,0,635,372,33,0,0,0,0,0,0,0,0,0,0,8,0,1,
2020-08-04,32,Provinsi Jawa Barat,3276,KOTA DEPOK,0,0,0,0,0,0,0,0,0,0,1079,804,39,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-08-04,32,Provinsi Jawa Barat,3277,KOTA CIMAHI,0,0,0,0,0,0,0,0,0,0,112,94,2,0,0,0,0,0,0,0,0,0,0,5,0,0,
2020-08-04,32,Provinsi Jawa Barat,3278,KOTA TASIKMALAYA,0,0,0,0,0,0,0,0,0,0,23,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-04,32,Provinsi Jawa Barat,3279,KOTA BANJAR,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-05,32,Provinsi Jawa Barat,0000,BELUM TERIDENTIFIKASI,0,0,0,0,0,0,0,0,0,0,2682,1527,17,0,0,0,0,0,0,0,0,0,0,79,10,0,
2020-08-05,32,Provinsi Jawa Barat,3201,KAB. BOGOR,0,0,0,485,0,0,163,0,0,163,338,196,9,0,0,0,485,0,0,163,0,0,163,13,0,0,
2020-08-05,32,Provinsi Jawa Barat,3202,KAB. SUKABUMI,332,332,0,4746,4714,0,25,0,0,25,71,32,0,332,332,0,4746,4714,0,25,0,0,25,0,0,0,
2020-08-05,32,Provinsi Jawa Barat,3203,KAB. CIANJUR,0,0,0,81,0,0,0,0,0,0,38,17,2,0,0,0,81,0,0,0,0,0,0,0,0,0,
2020-08-05,32,Provinsi Jawa Barat,3204,KAB. BANDUNG,274,274,0,2296,2179,0,26,0,0,26,158,100,5,274,274,0,2296,2179,0,26,0,0,26,2,0,0,
2020-08-05,32,Provinsi Jawa Barat,3205,KAB. GARUT,2250,2250,0,250,244,0,0,0,0,0,34,19,3,2250,2250,0,250,244,0,0,0,0,0,1,0,0,
2020-08-05,32,Provinsi Jawa Barat,3206,KAB. TASIKMALAYA,0,0,0,5,0,0,0,0,0,0,26,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,
2020-08-05,32,Provinsi Jawa Barat,3207,KAB. CIAMIS,1292,1292,0,20,0,0,3,3,0,0,13,12,0,1292,1292,0,20,0,0,3,3,0,0,0,0,0,
2020-08-05,32,Provinsi Jawa Barat,3208,KAB. KUNINGAN,467,467,0,335,307,0,1,0,0,1,62,25,2,467,467,0,335,307,0,1,0,0,1,0,0,0,
2020-08-05,32,Provinsi Jawa Barat,3209,KAB. CIREBON,255,255,0,349,295,0,1,0,0,1,37,15,3,255,255,0,349,295,0,1,0,0,1,0,0,0,
2020-08-05,32,Provinsi Jawa Barat,3210,KAB. MAJALENGKA,160,160,0,677,660,0,7,0,0,7,13,6,1,160,160,0,677,660,0,7,0,0,7,0,0,0,
2020-08-05,32,Provinsi Jawa Barat,3211,KAB. SUMEDANG,125,125,0,69,52,0,4,0,0,4,28,13,0,125,125,0,69,52,0,4,0,0,4,0,0,0,
2020-08-05,32,Provinsi Jawa Barat,3212,KAB. INDRAMAYU,200,200,0,1357,1293,0,73,0,0,73,51,32,4,200,200,0,1357,1293,0,73,0,0,73,0,0,0,
2020-08-05,32,Provinsi Jawa Barat,3213,KAB. SUBANG,405,405,0,5815,5787,0,0,0,0,0,82,50,2,405,405,0,5815,5787,0,0,0,0,0,0,0,0,
2020-08-05,32,Provinsi Jawa Barat,3214,KAB. PURWAKARTA,493,493,0,719,686,0,1,0,0,1,50,29,1,493,493,0,719,686,0,1,0,0,1,1,0,0,
2020-08-05,32,Provinsi Jawa Barat,3215,KAB. KARAWANG,1319,1319,0,6137,6075,0,57,0,0,57,104,41,0,1319,1319,0,6137,6075,0,57,0,0,57,1,0,0,
2020-08-05,32,Provinsi Jawa Barat,3216,KAB. BEKASI,1992,1992,0,1782,1535,0,32,0,0,32,344,184,28,1992,1992,0,1782,1535,0,32,0,0,32,3,0,0,
2020-08-05,32,Provinsi Jawa Barat,3217,KAB. BANDUNG BARAT,462,462,0,825,773,0,7,0,0,7,83,65,3,462,462,0,825,773,0,7,0,0,7,0,0,0,
2020-08-05,32,Provinsi Jawa Barat,3218,KAB. PANGANDARAN,537,537,0,583,573,0,0,0,0,0,22,17,0,537,537,0,583,573,0,0,0,0,0,0,0,0,
2020-08-05,32,Provinsi Jawa Barat,3271,KOTA BOGOR,824,824,0,2376,2231,0,1,0,0,1,239,161,17,824,824,0,2376,2231,0,1,0,0,1,1,0,0,
2020-08-05,32,Provinsi Jawa Barat,3272,KOTA SUKABUMI,1445,1445,0,331,329,0,2,0,0,2,50,40,0,1445,1445,0,331,329,0,2,0,0,2,0,0,0,
2020-08-05,32,Provinsi Jawa Barat,3273,KOTA BANDUNG,3537,3537,0,154,0,0,0,0,0,0,487,314,41,3537,3537,0,154,0,0,0,0,0,0,11,0,0,
2020-08-05,32,Provinsi Jawa Barat,3274,KOTA CIREBON,188,188,0,373,367,0,0,0,0,0,29,23,2,188,188,0,373,367,0,0,0,0,0,0,0,0,
2020-08-05,32,Provinsi Jawa Barat,3275,KOTA BEKASI,0,0,0,194,0,0,0,0,0,0,646,372,33,0,0,0,194,0,0,0,0,0,0,11,0,0,
2020-08-05,32,Provinsi Jawa Barat,3276,KOTA DEPOK,2745,2745,0,5770,5652,0,0,0,0,0,1081,804,39,2745,2745,0,5770,5652,0,0,0,0,0,2,0,0,
2020-08-05,32,Provinsi Jawa Barat,3277,KOTA CIMAHI,3608,3608,0,545,526,0,0,0,0,0,112,94,2,3608,3608,0,545,526,0,0,0,0,0,0,0,0,
2020-08-05,32,Provinsi Jawa Barat,3278,KOTA TASIKMALAYA,685,685,0,7,0,0,51,46,0,5,23,21,2,685,685,0,7,0,0,51,46,0,5,0,0,0,
2020-08-05,32,Provinsi Jawa Barat,3279,KOTA BANJAR,187,187,0,131,111,0,0,0,0,0,9,7,0,187,187,0,131,111,0,0,0,0,0,0,0,0,
2020-08-06,32,Provinsi Jawa Barat,0000,BELUM TERIDENTIFIKASI,0,0,0,0,0,0,0,0,0,0,2739,1559,17,0,0,0,0,0,0,0,0,0,0,57,32,0,
2020-08-06,32,Provinsi Jawa Barat,3201,KAB. BOGOR,0,0,0,486,0,0,163,0,0,163,338,196,9,0,0,0,1,0,0,0,0,0,0,0,0,0,
2020-08-06,32,Provinsi Jawa Barat,3202,KAB. SUKABUMI,332,332,0,4749,4717,0,25,0,0,25,72,32,0,0,0,0,3,3,0,0,0,0,0,1,0,0,
2020-08-06,32,Provinsi Jawa Barat,3203,KAB. CIANJUR,25,25,0,1109,1020,0,0,0,0,0,38,17,2,25,25,0,1028,1020,0,0,0,0,0,0,0,0,
2020-08-06,32,Provinsi Jawa Barat,3204,KAB. BANDUNG,274,274,0,2303,2186,0,26,0,0,26,159,100,5,0,0,0,7,7,0,0,0,0,0,1,0,0,
2020-08-06,32,Provinsi Jawa Barat,3205,KAB. GARUT,2250,2250,0,2876,2870,0,0,0,0,0,35,19,3,0,0,0,2626,2626,0,0,0,0,0,1,0,0,
2020-08-06,32,Provinsi Jawa Barat,3206,KAB. TASIKMALAYA,49,49,0,1568,1563,0,0,0,0,0,26,5,0,49,49,0,1563,1563,0,0,0,0,0,0,0,0,
2020-08-06,32,Provinsi Jawa Barat,3207,KAB. CIAMIS,1292,1292,0,2095,2075,0,3,3,0,0,13,12,0,0,0,0,2075,2075,0,0,0,0,0,0,0,0,
2020-08-06,32,Provinsi Jawa Barat,3208,KAB. KUNINGAN,467,467,0,1991,1963,0,1,0,0,1,62,25,2,0,0,0,1656,1656,0,0,0,0,0,0,0,0,
2020-08-06,32,Provinsi Jawa Barat,3209,KAB. CIREBON,255,255,0,351,297,0,1,0,0,1,37,15,3,0,0,0,2,2,0,0,0,0,0,0,0,0,
2020-08-06,32,Provinsi Jawa Barat,3210,KAB. MAJALENGKA,160,160,0,677,660,0,7,0,0,7,14,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
